Temperature,Humidity,Light,CO2,HumidityRatio,Temperature_lag30,Humidity_lag30,Light_lag30,CO2_lag30,HumidityRatio_lag30,hour_of_day,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,Occupancy
20.29,31.0,0.0,722.0,0.0045643185039529,20.34,31.5,0.0,707.5,0.0046529465465676,22,False,False,False,False,False,False,True,0
20.29,31.1,0.0,722.5,0.0045791505069134,20.29,31.5,0.0,706.0,0.0046384855414709,22,False,False,False,False,False,False,True,0
20.245,31.1,0.0,723.0,0.0045663368261933,20.29,31.5,0.0,709.0,0.0046384855414709,22,False,False,False,False,False,False,True,0
20.29,31.05,0.0,720.5,0.0045717344176585,20.29,31.5,0.0,706.5,0.0046384855414709,22,False,False,False,False,False,False,True,0
20.245,31.05,0.0,721.0,0.0045589416401195,20.29,31.5,0.0,706.333333333333,0.0046384855414709,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,722.0,0.0045643185039529,20.29,31.39,0.0,713.0,0.0046221672867411,22,False,False,False,False,False,False,True,0
20.29,31.0666666666667,0.0,720.666666666667,0.0045742064279044,20.29,31.445,0.0,707.5,0.0046303263078689,22,False,False,False,False,False,False,True,0
20.29,31.0333333333333,0.0,723.666666666667,0.0045692624269182,20.3233333333333,31.39,0.0,710.666666666667,0.0046317693866342,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,715.333333333333,0.0045643185039529,20.3233333333333,31.39,0.0,711.666666666667,0.0046317693866342,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,718.0,0.0045643185039529,20.39,31.34,0.0,717.0,0.004643562706463,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,715.0,0.0045643185039529,20.34,31.29,0.0,713.5,0.0046216964151813,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,712.0,0.0045643185039529,20.34,31.29,0.0,713.0,0.0046216964151813,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,718.0,0.0045643185039529,20.29,31.2,0.0,713.5,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,718.5,0.0045643185039529,20.29,31.29,0.0,715.5,0.0046073332472003,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,719.333333333333,0.0045643185039529,20.29,31.29,0.0,713.0,0.0046073332472003,22,False,False,False,False,False,False,True,0
20.29,31.0,0.0,716.0,0.0045643185039529,20.29,31.2225,0.0,714.0,0.0045973206675416,22,False,False,False,False,False,False,True,0
20.29,30.89,0.0,717.5,0.0045480041117028,20.39,31.29,0.0,714.0,0.0046360991237153,22,False,False,False,False,False,False,True,0
20.245,30.84,0.0,728.0,0.0045278837647821,20.29,31.29,0.0,718.5,0.0046073332472003,22,False,False,False,False,False,False,True,0
20.245,30.84,0.0,728.0,0.0045278837647821,20.29,31.245,0.0,719.5,0.0046006581585407,22,False,False,False,False,False,False,True,0
20.245,30.84,0.0,728.0,0.0045278837647821,20.29,31.29,0.0,720.0,0.0046073332472003,22,False,False,False,False,False,False,True,0
20.29,30.89,0.0,727.0,0.0045480041117028,20.29,31.2,0.0,715.5,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.29,30.84,0.0,723.0,0.0045405887597126,20.29,31.2,0.0,715.0,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.26,30.8566666666667,0.0,724.666666666667,0.0045345823881097,20.29,31.2,0.0,717.0,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.29,30.89,0.0,717.0,0.0045480041117028,20.29,31.1,0.0,720.0,0.0045791505069134,22,False,False,False,False,False,False,True,0
20.29,30.89,0.0,713.0,0.0045480041117028,20.29,31.2,0.0,721.0,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.29,30.79,0.0,709.5,0.0045331735832454,20.29,31.2,0.0,722.0,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.23,30.6633333333333,0.0,715.333333333333,0.0044975546511976,20.29,31.2,0.0,721.0,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.26,30.76,0.0,717.666666666667,0.0045202733719162,20.29,31.2,0.0,715.5,0.0045939832120956,22,False,False,False,False,False,False,True,0
20.29,30.695,0.0,720.5,0.0045190852315014,20.29,31.1333333333333,0.0,718.0,0.004584094663947,22,False,False,False,False,False,False,True,0
20.245,30.65,0.0,714.5,0.0044997864353329,20.29,31.1,0.0,717.666666666667,0.0045791505069134,22,False,False,False,False,False,False,True,0
20.2,30.65,0.0,715.5,0.0044871920587108,20.29,31.0,0.0,722.0,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.245,30.65,0.0,715.0,0.0044997864353329,20.29,31.1,0.0,722.5,0.0045791505069134,22,False,False,False,False,False,False,True,0
20.29,30.7,0.0,713.0,0.0045198267079026,20.245,31.1,0.0,723.0,0.0045663368261933,22,False,False,False,False,False,False,True,0
20.29,30.7,0.0,713.0,0.0045198267079026,20.29,31.05,0.0,720.5,0.0045717344176585,22,False,False,False,False,False,False,True,0
20.245,30.65,0.0,714.5,0.0044997864353329,20.245,31.05,0.0,721.0,0.0045589416401195,22,False,False,False,False,False,False,True,0
20.2,30.6,0.0,715.5,0.0044798192853332,20.29,31.0,0.0,722.0,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.26,30.6666666666667,0.0,724.333333333333,0.0045064583902316,20.29,31.0666666666667,0.0,720.666666666667,0.0045742064279044,22,False,False,False,False,False,False,True,0
20.29,30.6,0.0,723.0,0.0045049975133301,20.29,31.0333333333333,0.0,723.666666666667,0.0045692624269182,22,False,False,False,False,False,False,True,0
20.29,30.6,0.0,721.333333333333,0.0045049975133301,20.29,31.0,0.0,715.333333333333,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.29,30.55,0.0,721.0,0.0044975831792866,20.29,31.0,0.0,718.0,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.29,30.5,0.0,721.0,0.00449016902073,20.29,31.0,0.0,715.0,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.29,30.55,0.0,717.5,0.0044975831792866,20.29,31.0,0.0,712.0,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.29,30.5,0.0,717.0,0.00449016902073,20.29,31.0,0.0,718.0,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.29,30.5333333333333,0.0,725.0,0.0044951117736029,20.29,31.0,0.0,718.5,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.2,30.39,0.0,724.5,0.0044488555320232,20.29,31.0,0.0,719.333333333333,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.2,30.39,0.0,727.5,0.0044488555320232,20.29,31.0,0.0,716.0,0.0045643185039529,22,False,False,False,False,False,False,True,0
20.2,30.34,0.0,728.0,0.0044414836609345,20.29,30.89,0.0,717.5,0.0045480041117028,23,False,False,False,False,False,False,True,0
20.29,30.5,0.0,734.5,0.00449016902073,20.245,30.84,0.0,728.0,0.0045278837647821,23,False,False,False,False,False,False,True,0
20.2,30.39,0.0,727.0,0.0044488555320232,20.245,30.84,0.0,728.0,0.0045278837647821,23,False,False,False,False,False,False,True,0
20.26,30.43,0.0,730.333333333333,0.0044714302747979,20.245,30.84,0.0,728.0,0.0045278837647821,23,False,False,False,False,False,False,True,0
20.245,30.445,0.0,730.5,0.0044694737219262,20.29,30.89,0.0,727.0,0.0045480041117028,23,False,False,False,False,False,False,True,0
20.29,30.4266666666667,0.0,727.333333333333,0.0044792952389369,20.29,30.84,0.0,723.0,0.0045405887597126,23,False,False,False,False,False,False,True,0
20.29,30.34,0.0,725.5,0.004466444892548,20.26,30.8566666666667,0.0,724.666666666667,0.0045345823881097,23,False,False,False,False,False,False,True,0
20.29,30.34,0.0,731.0,0.004466444892548,20.29,30.89,0.0,717.0,0.0045480041117028,23,False,False,False,False,False,False,True,0
20.245,30.245,0.0,727.5,0.0044399031697303,20.29,30.89,0.0,713.0,0.0045480041117028,23,False,False,False,False,False,False,True,0
20.29,30.245,0.0,728.0,0.0044523595415601,20.29,30.79,0.0,709.5,0.0045331735832454,23,False,False,False,False,False,False,True,0
20.2,30.29,0.0,730.0,0.0044341119633439,20.23,30.6633333333333,0.0,715.333333333333,0.0044975546511976,23,False,False,False,False,False,False,True,0
20.2675,30.34,0.0,731.0,0.0044601929984074,20.26,30.76,0.0,717.666666666667,0.0045202733719162,23,False,False,False,False,False,False,True,0
20.29,30.3566666666667,0.0,729.666666666667,0.0044689160720656,20.29,30.695,0.0,720.5,0.0045190852315014,23,False,False,False,False,False,False,True,0
20.245,30.245,0.0,730.5,0.0044399031697303,20.245,30.65,0.0,714.5,0.0044997864353329,23,False,False,False,False,False,False,True,0
20.2,30.1,0.0,731.0,0.0044061010946944,20.2,30.65,0.0,715.5,0.0044871920587108,23,False,False,False,False,False,False,True,0
20.245,30.1975,0.0,731.0,0.0044328805738096,20.245,30.65,0.0,715.0,0.0044997864353329,23,False,False,False,False,False,False,True,0
20.245,30.05,0.0,734.0,0.0044110745689768,20.29,30.7,0.0,713.0,0.0045198267079026,23,False,False,False,False,False,False,True,0
20.29,30.2,0.0,733.333333333333,0.0044456877542656,20.29,30.7,0.0,713.0,0.0045198267079026,23,False,False,False,False,False,False,True,0
20.245,30.15,0.0,733.5,0.0044258581353382,20.245,30.65,0.0,714.5,0.0044997864353329,23,False,False,False,False,False,False,True,0
20.29,30.2,0.0,732.0,0.0044456877542656,20.2,30.6,0.0,715.5,0.0044798192853332,23,False,False,False,False,False,False,True,0
20.29,30.15,0.0,731.0,0.0044382748239426,20.26,30.6666666666667,0.0,724.333333333333,0.0045064583902316,23,False,False,False,False,False,False,True,0
20.29,30.1,0.0,728.0,0.0044308620690566,20.29,30.6,0.0,723.0,0.0045049975133301,23,False,False,False,False,False,False,True,0
20.245,30.0,0.0,734.5,0.0044036830474607,20.29,30.6,0.0,721.333333333333,0.0045049975133301,23,False,False,False,False,False,False,True,0
20.2,30.0666666666667,0.0,731.5,0.0044011871654972,20.29,30.55,0.0,721.0,0.0044975831792866,23,False,False,False,False,False,False,True,0
20.29,30.1,0.0,730.5,0.0044308620690566,20.29,30.5,0.0,721.0,0.00449016902073,23,False,False,False,False,False,False,True,0
20.29,30.05,0.0,725.0,0.0044234494896014,20.29,30.55,0.0,717.5,0.0044975831792866,23,False,False,False,False,False,False,True,0
20.245,29.84,0.0,723.5,0.0043800313507805,20.29,30.5,0.0,717.0,0.00449016902073,23,False,False,False,False,False,False,True,0
20.245,30.0,0.0,732.5,0.0044036830474607,20.29,30.5333333333333,0.0,725.0,0.0044951117736029,23,False,False,False,False,False,False,True,0
20.29,30.05,0.0,732.0,0.0044234494896014,20.2,30.39,0.0,724.5,0.0044488555320232,23,False,False,False,False,False,False,True,0
20.2,30.0,0.0,721.0,0.0043913595383871,20.2,30.39,0.0,727.5,0.0044488555320232,23,False,False,False,False,False,False,True,0
20.23,30.0,0.0,723.5,0.0043995718222162,20.2,30.34,0.0,728.0,0.0044414836609345,23,False,False,False,False,False,False,True,0
20.245,30.0,0.0,730.0,0.0044036830474607,20.29,30.5,0.0,734.5,0.00449016902073,23,False,False,False,False,False,False,True,0
20.2,29.89,0.0,727.5,0.004375144627816,20.2,30.39,0.0,727.0,0.0044488555320232,23,False,False,False,False,False,False,True,0
20.2675,29.89,0.0,727.5,0.0043935725583594,20.26,30.43,0.0,730.333333333333,0.0044714302747979,23,False,False,False,False,False,False,True,0
20.29,29.89,0.0,733.0,0.0043997304141673,20.245,30.445,0.0,730.5,0.0044694737219262,23,False,False,False,False,False,False,True,0
20.29,29.89,0.0,729.5,0.0043997304141673,20.29,30.4266666666667,0.0,727.333333333333,0.0044792952389369,23,False,False,False,False,False,False,True,0
20.29,29.89,0.0,731.0,0.0043997304141673,20.29,30.34,0.0,725.5,0.004466444892548,23,False,False,False,False,False,False,True,0
20.29,29.89,0.0,733.0,0.0043997304141673,20.29,30.34,0.0,731.0,0.004466444892548,23,False,False,False,False,False,False,True,0
20.29,29.8233333333333,0.0,733.333333333333,0.0043898479961933,20.245,30.245,0.0,727.5,0.0044399031697303,23,False,False,False,False,False,False,True,0
20.29,29.745,0.0,731.0,0.0043782365535148,20.29,30.245,0.0,728.0,0.0044523595415601,23,False,False,False,False,False,False,True,0
20.29,29.745,0.0,733.0,0.0043782365535148,20.2,30.29,0.0,730.0,0.0044341119633439,23,False,False,False,False,False,False,True,0
20.2,29.7,0.0,730.5,0.0043471390322242,20.2675,30.34,0.0,731.0,0.0044601929984074,23,False,False,False,False,False,False,True,0
20.245,29.745,0.0,733.5,0.0043659890009305,20.29,30.3566666666667,0.0,729.666666666667,0.0044689160720656,23,False,False,False,False,False,False,True,0
20.26,29.6666666666667,0.0,733.0,0.0043584789538356,20.245,30.245,0.0,730.5,0.0044399031697303,23,False,False,False,False,False,False,True,0
20.29,29.7,0.0,733.0,0.0043715663449546,20.2,30.1,0.0,731.0,0.0044061010946944,23,False,False,False,False,False,False,True,0
20.245,29.695,0.0,729.0,0.0043585985433706,20.245,30.1975,0.0,731.0,0.0044328805738096,23,False,False,False,False,False,False,True,0
20.26,29.6333333333333,0.0,727.0,0.0043535475098628,20.245,30.05,0.0,734.0,0.0044110745689768,23,False,False,False,False,False,False,True,0
20.29,29.7,0.0,730.0,0.0043715663449546,20.29,30.2,0.0,733.333333333333,0.0044456877542656,23,False,False,False,False,False,False,True,0
20.26,29.6666666666667,0.0,723.333333333333,0.0043584789538356,20.245,30.15,0.0,733.5,0.0044258581353382,23,False,False,False,False,False,False,True,0
20.29,29.7,0.0,723.0,0.0043715663449546,20.29,30.2,0.0,732.0,0.0044456877542656,23,False,False,False,False,False,False,True,0
20.245,29.6,0.0,726.5,0.0043445571544658,20.29,30.15,0.0,731.0,0.0044382748239426,23,False,False,False,False,False,False,True,0
20.245,29.55,0.0,727.5,0.0043371672026407,20.29,30.1,0.0,728.0,0.0044308620690566,23,False,False,False,False,False,False,True,0
20.245,29.65,0.0,729.5,0.0043519472806764,20.245,30.0,0.0,734.5,0.0044036830474607,23,False,False,False,False,False,False,True,0
20.29,29.6,0.0,733.0,0.0043567441678636,20.2,30.0666666666667,0.0,731.5,0.0044011871654972,23,False,False,False,False,False,False,True,0
20.2,29.6,0.0,728.0,0.0043324002509263,20.29,30.1,0.0,730.5,0.0044308620690566,23,False,False,False,False,False,False,True,0
20.29,29.6,0.0,730.5,0.0043567441678636,20.29,30.05,0.0,725.0,0.0044234494896014,23,False,False,False,False,False,False,True,0
20.2,29.5,0.0,738.0,0.0043176621632584,20.245,29.84,0.0,723.5,0.0043800313507805,23,False,False,False,False,False,False,True,0
20.2,29.4633333333333,0.0,739.0,0.0043122583715633,20.245,30.0,0.0,732.5,0.0044036830474607,23,False,False,False,False,False,False,True,0
20.29,29.5,0.0,738.0,0.0043419226922467,20.29,30.05,0.0,732.0,0.0044234494896014,23,False,False,False,False,False,False,True,0
20.26,29.4633333333333,0.0,735.333333333333,0.0043283983534369,20.2,30.0,0.0,721.0,0.0043913595383871,0,True,False,False,False,False,False,False,0
20.2,29.39,0.0,732.0,0.0043014510679078,20.23,30.0,0.0,723.5,0.0043995718222162,0,True,False,False,False,False,False,False,0
20.29,29.5,0.0,726.5,0.0043419226922467,20.245,30.0,0.0,730.0,0.0044036830474607,0,True,False,False,False,False,False,False,0
20.245,29.445,0.0,734.0,0.0043216488714048,20.2,29.89,0.0,727.5,0.004375144627816,0,True,False,False,False,False,False,False,0
20.29,29.5,0.0,733.0,0.0043419226922467,20.2675,29.89,0.0,727.5,0.0043935725583594,0,True,False,False,False,False,False,False,0
20.29,29.5,0.0,733.0,0.0043419226922467,20.29,29.89,0.0,733.0,0.0043997304141673,0,True,False,False,False,False,False,False,0
20.29,29.5,0.0,731.0,0.0043419226922467,20.29,29.89,0.0,729.5,0.0043997304141673,0,True,False,False,False,False,False,False,0
20.29,29.5,0.0,739.0,0.0043419226922467,20.29,29.89,0.0,731.0,0.0043997304141673,0,True,False,False,False,False,False,False,0
20.26,29.4266666666667,0.0,732.333333333333,0.0043229742903496,20.29,29.89,0.0,733.0,0.0043997304141673,0,True,False,False,False,False,False,False,0
20.29,29.4633333333333,0.0,727.666666666667,0.0043364883269356,20.29,29.8233333333333,0.0,733.333333333333,0.0043898479961933,0,True,False,False,False,False,False,False,0
20.29,29.5,0.0,723.0,0.0043419226922467,20.29,29.745,0.0,731.0,0.0043782365535148,0,True,False,False,False,False,False,False,0
20.29,29.39,0.0,725.5,0.0043256198792113,20.29,29.745,0.0,733.0,0.0043782365535148,0,True,False,False,False,False,False,False,0
20.29,29.39,0.0,727.0,0.0043256198792113,20.2,29.7,0.0,730.5,0.0043471390322242,0,True,False,False,False,False,False,False,0
20.245,29.34,0.0,735.0,0.0043061313091243,20.245,29.745,0.0,733.5,0.0043659890009305,0,True,False,False,False,False,False,False,0
20.245,29.34,0.0,732.5,0.0043061313091243,20.26,29.6666666666667,0.0,733.0,0.0043584789538356,0,True,False,False,False,False,False,False,0
20.29,29.29,0.0,731.0,0.0043107998765281,20.29,29.7,0.0,733.0,0.0043715663449546,0,True,False,False,False,False,False,False,0
20.29,29.29,0.0,732.5,0.0043107998765281,20.245,29.695,0.0,729.0,0.0043585985433706,0,True,False,False,False,False,False,False,0
20.29,29.29,0.0,729.0,0.0043107998765281,20.26,29.6333333333333,0.0,727.0,0.0043535475098628,0,True,False,False,False,False,False,False,0
20.29,29.2,0.0,733.0,0.004297462473743,20.29,29.7,0.0,730.0,0.0043715663449546,0,True,False,False,False,False,False,False,0
20.29,29.2,0.0,729.5,0.004297462473743,20.26,29.6666666666667,0.0,723.333333333333,0.0043584789538356,0,True,False,False,False,False,False,False,0
20.29,29.2,0.0,733.0,0.004297462473743,20.29,29.7,0.0,723.0,0.0043715663449546,0,True,False,False,False,False,False,False,0
20.29,29.2,0.0,734.0,0.004297462473743,20.245,29.6,0.0,726.5,0.0043445571544658,0,True,False,False,False,False,False,False,0
20.29,29.2,0.0,732.0,0.004297462473743,20.245,29.55,0.0,727.5,0.0043371672026407,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,730.0,0.004267825834532,20.245,29.65,0.0,729.5,0.0043519472806764,0,True,False,False,False,False,False,False,0
20.29,29.2,0.0,734.0,0.004297462473743,20.29,29.6,0.0,733.0,0.0043567441678636,0,True,False,False,False,False,False,False,0
20.245,29.15,0.0,731.0,0.0042780538651733,20.2,29.6,0.0,728.0,0.0043324002509263,0,True,False,False,False,False,False,False,0
20.29,29.175,0.0,732.0,0.0042937577404459,20.29,29.6,0.0,730.5,0.0043567441678636,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,730.0,0.004267825834532,20.2,29.5,0.0,738.0,0.0043176621632584,0,True,False,False,False,False,False,False,0
20.26,29.1333333333333,0.0,737.666666666667,0.0042795851674656,20.2,29.4633333333333,0.0,739.0,0.0043122583715633,0,True,False,False,False,False,False,False,0
20.2,29.1,0.0,739.0,0.0042587167479069,20.29,29.5,0.0,738.0,0.0043419226922467,0,True,False,False,False,False,False,False,0
20.2675,29.175,0.0,730.0,0.0042877492190815,20.26,29.4633333333333,0.0,735.333333333333,0.0043283983534369,0,True,False,False,False,False,False,False,0
20.26,29.1666666666667,0.0,727.5,0.0042845154468532,20.2,29.39,0.0,732.0,0.0043014510679078,0,True,False,False,False,False,False,False,0
20.29,29.2,0.0,733.5,0.004297462473743,20.29,29.5,0.0,726.5,0.0043419226922467,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,729.0,0.004267825834532,20.245,29.445,0.0,734.0,0.0043216488714048,0,True,False,False,False,False,False,False,0
20.29,29.1,0.0,711.0,0.0042826438035249,20.29,29.5,0.0,733.0,0.0043419226922467,0,True,False,False,False,False,False,False,0
20.29,29.1,0.0,712.0,0.0042826438035249,20.29,29.5,0.0,733.0,0.0043419226922467,0,True,False,False,False,False,False,False,0
20.245,29.05,0.0,709.0,0.0042632772742286,20.29,29.5,0.0,731.0,0.0043419226922467,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,698.333333333333,0.004267825834532,20.29,29.5,0.0,739.0,0.0043419226922467,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,697.0,0.004267825834532,20.26,29.4266666666667,0.0,732.333333333333,0.0043229742903496,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,711.0,0.004267825834532,20.29,29.4633333333333,0.0,727.666666666667,0.0043364883269356,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,749.0,0.004267825834532,20.29,29.5,0.0,723.0,0.0043419226922467,0,True,False,False,False,False,False,False,0
20.29,29.0,0.0,758.0,0.004267825834532,20.29,29.39,0.0,725.5,0.0043256198792113,0,True,False,False,False,False,False,False,0
20.29,28.93,0.0,774.0,0.0042574536734393,20.29,29.39,0.0,727.0,0.0043256198792113,0,True,False,False,False,False,False,False,0
20.29,28.89,0.0,778.0,0.0042515268784955,20.245,29.34,0.0,735.0,0.0043061313091243,0,True,False,False,False,False,False,False,0
20.29,28.89,0.0,781.333333333333,0.0042515268784955,20.245,29.34,0.0,732.5,0.0043061313091243,0,True,False,False,False,False,False,False,0
20.29,28.84,0.0,775.0,0.0042441185425675,20.29,29.29,0.0,731.0,0.0043107998765281,0,True,False,False,False,False,False,False,0
20.29,28.79,0.0,775.666666666667,0.0042367103819135,20.29,29.29,0.0,732.5,0.0043107998765281,0,True,False,False,False,False,False,False,0
20.34,28.745,0.0,781.5,0.0042432222044109,20.29,29.29,0.0,729.0,0.0043107998765281,0,True,False,False,False,False,False,False,0
20.29,28.745,0.0,783.5,0.004230043187179,20.29,29.2,0.0,733.0,0.004297462473743,0,True,False,False,False,False,False,False,0
20.29,28.79,0.0,786.0,0.0042367103819135,20.29,29.2,0.0,729.5,0.004297462473743,0,True,False,False,False,False,False,False,0
20.29,28.79,0.0,790.0,0.0042367103819135,20.29,29.2,0.0,733.0,0.004297462473743,0,True,False,False,False,False,False,False,0
20.29,28.79,0.0,789.0,0.0042367103819135,20.29,29.2,0.0,734.0,0.004297462473743,0,True,False,False,False,False,False,False,0
20.29,28.73,0.0,801.0,0.0042278208204816,20.29,29.2,0.0,732.0,0.004297462473743,0,True,False,False,False,False,False,False,0
20.29,28.65,0.0,804.0,0.0042159684644869,20.29,29.0,0.0,730.0,0.004267825834532,0,True,False,False,False,False,False,False,0
20.29,28.6,0.0,798.0,0.0042085609698172,20.29,29.2,0.0,734.0,0.004297462473743,0,True,False,False,False,False,False,False,0
20.29,28.6,0.0,797.0,0.0042085609698172,20.245,29.15,0.0,731.0,0.0042780538651733,0,True,False,False,False,False,False,False,0
20.29,28.6,0.0,793.0,0.0042085609698172,20.29,29.175,0.0,732.0,0.0042937577404459,0,True,False,False,False,False,False,False,0
20.29,28.5333333333333,0.0,802.666666666667,0.0041986845828585,20.29,29.0,0.0,730.0,0.004267825834532,0,True,False,False,False,False,False,False,0
20.29,28.5,0.0,799.0,0.0041937465062039,20.26,29.1333333333333,0.0,737.666666666667,0.0042795851674656,0,True,False,False,False,False,False,False,0
20.29,28.6,0.0,803.333333333333,0.0042085609698172,20.2,29.1,0.0,739.0,0.0042587167479069,0,True,False,False,False,False,False,False,0
20.29,28.6,0.0,806.5,0.0042085609698172,20.2675,29.175,0.0,730.0,0.0042877492190815,1,True,False,False,False,False,False,False,0
20.29,28.6,0.0,805.0,0.0042085609698172,20.26,29.1666666666667,0.0,727.5,0.0042845154468532,1,True,False,False,False,False,False,False,0
20.29,28.5,0.0,801.0,0.0041937465062039,20.29,29.2,0.0,733.5,0.004297462473743,1,True,False,False,False,False,False,False,0
20.29,28.55,0.0,805.0,0.0042011536503916,20.29,29.0,0.0,729.0,0.004267825834532,1,True,False,False,False,False,False,False,0
